site,title,author,url
Project Gutenberg Canada,Cakes and Ale,"Maugham, W. Somerset [William Somerset] (1874-1965)",https://gutenberg.ca/ebooks/maughamws-cakesandale/maughamws-cakesandale-00-t.txt
Project Gutenberg Canada,Canada,"McIlwraith, Jean Newton (1859-1938)",https://gutenberg.ca/ebooks/mcilwraith-canada/mcilwraith-canada-00-t.txt
Project Gutenberg Canada,"Canada, an American Nation","Dafoe, John Wesley (1866-1944)",https://gutenberg.ca/ebooks/dafoejw-canadaanamericannation/dafoejw-canadaanamericannation-00-t.txt
Project Gutenberg Canada,Canadian Born,"Johnson, Emily Pauline [Tekahionwake (Mohawk name)]",https://gutenberg.ca/ebooks/johnsonpauline-canadianborn/johnsonpauline-canadianborn-00-t.txt
Project Gutenberg Canada,Canadian Wild Flowers,"Traill, Catharine Parr (1802-1899)",https://gutenberg.ca/ebooks/traill-wild/traill-wild-00-t.txt
Project Gutenberg Canada,Canadian Wonder Tales,"Macmillan, Cyrus (1880-1953)",https://gutenberg.ca/ebooks/macmillan-wonder/macmillan-wonder-00-t.txt
Project Gutenberg Canada,Candle Flame,"Sheard, Virna (ca. 1865-1943)",https://gutenberg.ca/ebooks/sheardv-candleflame/sheardv-candleflame-00-t.txt
Project Gutenberg Canada,Candleford Green,"Thompson, Flora Jane (1876-1947)",https://gutenberg.ca/ebooks/thompsonf-green/thompsonf-green-00-t.txt
Project Gutenberg Canada,Canon Alberic's Scrap-book,"James, Montague Rhodes (1862-1936)",https://gutenberg.ca/ebooks/james-alberic2/james-alberic2-00-t.txt
Project Gutenberg Canada,Canon Alberic's Scrap-book,M. R. James (1862-1936),https://gutenberg.ca/ebooks/james-alberic/james-alberic-00-t.txt
Project Gutenberg Canada,Cardboard Castle,"Wren, P. C. [Percival Christopher] (1885-1941)",https://gutenberg.ca/ebooks/wrenpc-cardboardcastle/wrenpc-cardboardcastle-00-t.txt
Project Gutenberg Canada,Carlyon Sahib. A Drama in Four Acts.,"Murray, George Gilbert Aimé (1866-1957)",https://gutenberg.ca/ebooks/murraygga-carlyonsahib/murraygga-carlyonsahib-00-t.txt
Project Gutenberg Canada,Carried by Storm. A Novel.,"Fleming, May Agnes (1840-1880)",https://gutenberg.ca/ebooks/flemingma-carried/flemingma-carried-00-t.txt
Project Gutenberg Canada,Carry On!,"Sheard, Virna (ca. 1865-1943)",https://gutenberg.ca/ebooks/sheardv-carryon/sheardv-carryon-00-t.txt
Project Gutenberg Canada,Casino Royale,"Fleming, Ian [Ian Lancaster] (1908-1964)",https://gutenberg.ca/ebooks/flemingi-casinoroyale/flemingi-casinoroyale-00-t.txt
Project Gutenberg Canada,Cass Timberlane. A Novel of Husbands and Wives.,"Lewis, Sinclair [Harry Sinclair] (1885-1951)",https://gutenberg.ca/ebooks/lewiss-casstimberlane/lewiss-casstimberlane-00-t.txt
Project Gutenberg Canada,Casting the Runes,"James, Montague Rhodes (1862-1936)",https://gutenberg.ca/ebooks/james-runes/james-runes-00-t.txt
Project Gutenberg Canada,Catalina,"Maugham, W. Somerset [William Somerset] (1874-1965)",https://gutenberg.ca/ebooks/maughamws-catalina/maughamws-catalina-00-t.txt
Project Gutenberg Canada,Cato. A Tragedy.,"Addison, Joseph (1672-1719)",https://gutenberg.ca/ebooks/addison-cato/addison-cato-00-t.txt
Project Gutenberg Canada,Caught by the Turks,"Yeats-Brown, Francis Charles Claypon (1886-1944)",https://gutenberg.ca/ebooks/yeatsbrownf-caught/yeatsbrownf-caught-00-t.txt
Project Gutenberg Canada,"Cedar Creek, from the Shanty to the Settlement.","Walshe, Elizabeth Hely (1835?-1869)",https://gutenberg.ca/ebooks/walshe-cedar/walshe-cedar-00-t.txt
Project Gutenberg Canada,Changeling and Other Stories,"Byrne, Donn (1889-1928)",https://gutenberg.ca/ebooks/byrned-changeling/byrned-changeling-00-t.txt
Project Gutenberg Canada,Charles I and Cromwell. An Essay.,"Young, George Malcolm (1882-1959)",https://gutenberg.ca/ebooks/younggm-charlesiandcromwell/younggm-charlesiandcromwell-00-t.txt
Project Gutenberg Canada,Charlie Chan Carries On,"Biggers, Earl Derr (1884-1933)",https://gutenberg.ca/ebooks/biggersed-charliechancarrieson/biggersed-charliechancarrieson-00-t.txt
Project Gutenberg Canada,Charlotte Brontë,"Benson, Edward Frederic (1867-1940)",https://gutenberg.ca/ebooks/bensonef-charlottebronte/bensonef-charlottebronte-00-t.txt
Project Gutenberg Canada,Charneca em flor,"Espanca, Florbela (1894-1930)",https://gutenberg.ca/ebooks/espanca-charneca/espanca-charneca-00-t.txt
Project Gutenberg Canada,Children of the Lens,"Smith, Edward E. [Elmer] ""Doc"" (1890-1965)",https://gutenberg.ca/ebooks/smithee-childrenofthelens/smithee-childrenofthelens-00-t.txt
Project Gutenberg Canada,Children of the Wind,"Shiel, Matthew Phipps (1865-1947)",https://gutenberg.ca/ebooks/shiel-childrenofthewind/shiel-childrenofthewind-00-t.txt
Project Gutenberg Canada,Children's Stories in American Literature 1660-1860,"Wright, Henrietta Christian (d. 1899)",https://gutenberg.ca/ebooks/wrighth-amlitchildren1660/wrighth-amlitchildren1660-00-t.txt
Project Gutenberg Canada,Children's Stories in American Literature 1861-1896,"Wright, Henrietta Christian (d. 1899)",https://gutenberg.ca/ebooks/wrighth-amlitchilldren1861/wrighth-amlitchildren1861-00-t.txt
Project Gutenberg Canada,Children's Stories in English Literature: From,"Wright, Henrietta Christian (d. 1899)",https://gutenberg.ca/ebooks/wrighth-taliesin/wrighth-taliesin-00-t.txt
Project Gutenberg Canada,Children's Stories in English Literature: From,"Wright, Henrietta Christian (d. 1899)",https://gutenberg.ca/ebooks/wrighth-shakespeareto/wrighth-shakespeareto-00-t.txt
Project Gutenberg Canada,Chinese-Japanese Cook Book,"Bosse, Sara [née Eaton] (1868-1940)",https://gutenberg.ca/ebooks/eaton-chinese/eaton-chinese-00-t.txt
Project Gutenberg Canada,"Chip, the Dam Builder","Kjelgaard, James Arthur (1910-1959)",https://gutenberg.ca/ebooks/kjelgaardj-chipthedambuilder/kjelgaardj-chipthedambuilder-00-t.txt
Project Gutenberg Canada,"Chitty-Chitty-Bang-Bang, The Magical Car.","Fleming, Ian [Ian Lancaster] (1908-1964)",https://gutenberg.ca/ebooks/flemingi-chittychittybangbang1/flemingi-chittychittybangbang1-00-t.txt
Project Gutenberg Canada,"Chitty-Chitty-Bang-Bang, The Magical Car.","Fleming, Ian [Ian Lancaster] (1908-1964)",https://gutenberg.ca/ebooks/flemingi-chittychittybangbang2/flemingi-chittychittybangbang2-00-t.txt
Project Gutenberg Canada,Choice Library for Young People. Tales for Youth.,"Hofland, Barbara (1770-1844)",https://gutenberg.ca/ebooks/hofland-choicevol3/hofland-choicevol3-00-t.txt
Project Gutenberg Canada,Choosing a Mast,"Campbell, Roy (1901-1957)",https://gutenberg.ca/ebooks/campbellroy-mast/campbellroy-mast-00-t.txt
Project Gutenberg Canada,Christmas Holiday,"Maugham, W. Somerset [William Somerset] (1874-1965)",https://gutenberg.ca/ebooks/maughamws-christmasholiday/maughamws-christmasholiday-00-t.txt
Project Gutenberg Canada,Circumstantial Evidence and Other Stories,"Wallace, Richard Horatio Edgar (1875-1932)",https://gutenberg.ca/ebooks/wallacee-evidence/wallacee-evidence-00-t.txt
Project Gutenberg Canada,City of the Cosmic Rays,"Schachner, Nat [Nathan] (1895-1955)",https://gutenberg.ca/ebooks/schachnern-cityofthecosmicrays/schachnern-cityofthecosmicrays-00-t.txt
Project Gutenberg Canada,Claire Ambler,"Tarkington, Booth [Newton Booth] (1869-1946)",https://gutenberg.ca/ebooks/tarkingtonb-claireambler/tarkingtonb-claireambler-00-t.txt
Project Gutenberg Canada,Clearing in the West. My Own Story.,"McClung, Nellie Letitia (1873-1951)",https://gutenberg.ca/ebooks/mcclung-clearinginthewest/mcclung-clearinginthewest-00-t.txt
Project Gutenberg Canada,Clouds of Witness,Dorothy L. Sayers (1893-1957),https://gutenberg.ca/ebooks/sayers-clouds/sayers-clouds-00-t.txt
Project Gutenberg Canada,Coldknuckles,"Gibson, Wilfrid Wilson (1878-1962)",https://gutenberg.ca/ebooks/gibsonw-coldknuckles/gibsonw-coldknuckles-00-t.txt
Project Gutenberg Canada,Collected Stories for Children -- A Penny a Day,Walter de la Mare (1873-1956),https://gutenberg.ca/ebooks/delamare-penny/delamare-penny-00-t.txt
Project Gutenberg Canada,Collected Stories for Children -- Alice's Godmother,Walter de la Mare (1873-1956),https://gutenberg.ca/ebooks/delamare-alice/delamare-alice-00-t.txt
Project Gutenberg Canada,Collected Stories for Children -- Broomsticks,Walter de la Mare (1873-1956),https://gutenberg.ca/ebooks/delamare-broomsticks/delamare-broomsticks-00-t.txt
Project Gutenberg Canada,Collected Stories for Children -- Dick and the Beanstalk,Walter de la Mare (1873-1956),https://gutenberg.ca/ebooks/delamare-beanstalk/delamare-beanstalk-00-t.txt
Project Gutenberg Canada,Collected Stories for Children -- Lucy,Walter de la Mare (1873-1956),https://gutenberg.ca/ebooks/delamare-lucy/delamare-lucy-00-t.txt
Project Gutenberg Canada,Collected Stories for Children -- Maria-Fly,Walter de la Mare (1873-1956),https://gutenberg.ca/ebooks/delamare-mariafly/delamare-mariafly-00-t.txt
Project Gutenberg Canada,Collected Stories for Children -- Miss Jemima,Walter de la Mare (1873-1956),https://gutenberg.ca/ebooks/delamare-jemima/delamare-jemima-00-t.txt
Project Gutenberg Canada,Collected Stories for Children -- Sambo and the,Walter de la Mare (1873-1956),https://gutenberg.ca/ebooks/delamare-sambo/delamare-sambo-00-t.txt
Project Gutenberg Canada,Collected Stories for Children -- The Dutch Cheese,Walter de la Mare (1873-1956),https://gutenberg.ca/ebooks/delamare-dutch/delamare-dutch-00-t.txt
Project Gutenberg Canada,Collected Stories for Children -- The Lord Fish,Walter de la Mare (1873-1956),https://gutenberg.ca/ebooks/delamare-fish/delamare-fish-00-t.txt
Project Gutenberg Canada,Collected Stories for Children -- The Lovely Myfanwy,Walter de la Mare (1873-1956),https://gutenberg.ca/ebooks/delamare-myfanwy/delamare-myfanwy-00-t.txt
Project Gutenberg Canada,Collected Stories for Children -- The Magic Jacket,Walter de la Mare (1873-1956),https://gutenberg.ca/ebooks/delamare-jacket/delamare-jacket-00-t.txt
Project Gutenberg Canada,Collected Stories for Children -- The Riddle,Walter de la Mare (1873-1956),https://gutenberg.ca/ebooks/delamare-riddle/delamare-riddle-00-t.txt
Project Gutenberg Canada,Collected Stories for Children -- The Scarecrow,Walter de la Mare (1873-1956),https://gutenberg.ca/ebooks/delamare-scarecrow/delamare-scarecrow-00-t.txt
Project Gutenberg Canada,Collected Stories for Children -- The Three Sleeping,Walter John de la Mare (1873-1956),https://gutenberg.ca/ebooks/delamare-warwick/delamare-warwick-00-t.txt
Project Gutenberg Canada,Collected Stories for Children -- Visitors,Walter de la Mare (1873-1956),https://gutenberg.ca/ebooks/delamare-visitors/delamare-visitors-00-t.txt
Project Gutenberg Canada,Colorado,"Bromfield, Louis (1896-1956)",https://gutenberg.ca/ebooks/bromfieldl-colorado/bromfieldl-colorado-00-t.txt
Project Gutenberg Canada,Coloured Spectacles,"Niven, Frederick John (1878-1944)",https://gutenberg.ca/ebooks/nivenf-colouredspectacles/nivenf-colouredspectacles-00-t.txt
Project Gutenberg Canada,Concerning the Eccentricities of Cardinal Pirelli,"Firbank, Arthur Annesley Ronald (1886-1926)",https://gutenberg.ca/ebooks/firbankr-cardinalpirelli/firbankr-cardinalpirelli-00-t.txt
Project Gutenberg Canada,Contrada dei Gatti. Proiezioni.,"Cagna, Achille Giovanni (1847-1931)",https://gutenberg.ca/ebooks/cagna-contrada/cagna-contrada-00-t.txt
Project Gutenberg Canada,Coroner's Pidgin,"Allingham, Margery [Youngman Carter, Margery Louise]",https://gutenberg.ca/ebooks/allinghamm-coronerspidgin/allinghamm-coronerspidgin-00-t.txt
Project Gutenberg Canada,Cot and Cradle Stories,"Traill, Catharine Parr (1802-1899)",https://gutenberg.ca/ebooks/traill-cot/traill-cot-00-t.txt
Project Gutenberg Canada,Count Magnus,"James, Montague Rhodes (1862-1936)",https://gutenberg.ca/ebooks/jamesmr-countmagnus/jamesmr-countmagnus-00-t.txt
Project Gutenberg Canada,Countess Glika and Other Stories,"Deeping, George Warwick (1877-1950)",https://gutenberg.ca/ebooks/deepingw-countessglika/deepingw-countessglika-00-t.txt
Project Gutenberg Canada,Country Notes,"Sackville-West, Vita [Victoria Mary] (1892-1962)",https://gutenberg.ca/ebooks/sackvillewestv-countrynotes/sackvillewestv-countrynotes-00-t.txt
Project Gutenberg Canada,Country Notes in Wartime,"Sackville-West, Vita [Victoria Mary] (1892-1962)",https://gutenberg.ca/ebooks/sackvillewestv-countrynotesinwartime/sackvillewestv-countrynotesinwartime-00-t.txt
Project Gutenberg Canada,Country People,"Suckow, Ruth (1892-1960)",https://gutenberg.ca/ebooks/suckowr-countrypeople/suckowr-countrypeople-00-t.txt
Project Gutenberg Canada,Courier to Marrakesh,"Williams, Valentine (1883-1946)",https://gutenberg.ca/ebooks/williamsv-couriertomarrakesh/williamsv-couriertomarrakesh-00-t.txt
Project Gutenberg Canada,Cracker Barrel Trouble Shooter,"Kjelgaard, James Arthur (1910-1959)",https://gutenberg.ca/ebooks/kjelgaardj-crackerbarrel/kjelgaardj-crackerbarrel-00-t.txt
Project Gutenberg Canada,Crooks in the Sunshine,"Oppenheim, Edward Phillips (1866-1946)",https://gutenberg.ca/ebooks/oppenheime-crooksinthesunshine/oppenheime-crooksinthesunshine-00-t.txt
Project Gutenberg Canada,Crossed Swords.,"Alloway, Mary Wilson",https://gutenberg.ca/ebooks/alloway-crossedswords/alloway-crossedswords-00-t.txt
Project Gutenberg Canada,Dagger of the Mind,"Fearing, Kenneth (1902-1961)",https://gutenberg.ca/ebooks/fearingk-daggerofthemind/fearingk-daggerofthemind-00-t.txt
Project Gutenberg Canada,Dan Drake's Rhymes and Dame Duck's Jingles,[Anonymous],https://gutenberg.ca/ebooks/anonymous-dandrake/anonymous-dandrake-00-t.txt
Project Gutenberg Canada,Dancers in Mourning,"Allingham, Margery [Youngman Carter, Margery Louise]",https://gutenberg.ca/ebooks/allinghamm-dancersinmourning/allinghamm-dancersinmourning-00-t.txt
Project Gutenberg Canada,Daniel Webster and the Sea Serpent,"Benét, Stephen Vincent (1898-1943)",https://gutenberg.ca/ebooks/benetsv-thirteen09-seaserpent/benetsv-thirteen09-seaserpent-00-t.txt
Project Gutenberg Canada,Dark Bahama,"Cheyney, Peter [Reginald Evelyn Peter Southouse]",https://gutenberg.ca/ebooks/cheyneyp-darkbahama/cheyneyp-darkbahama-00-t.txt
Project Gutenberg Canada,Darkness at Pemberley,"White, T. H. [Terence Hanbury] (1906-1964)",https://gutenberg.ca/ebooks/whiteth-darknessatpemberley/whiteth-darknessatpemberley-00-t.txt
Project Gutenberg Canada,Das Erdbeben in Chili,"Kleist, Heinrich von [Bernd Heinrich Wilhelm von]",https://gutenberg.ca/ebooks/kleist-erdbebeninchili/kleist-erdbebeninchili-00-t.txt
Project Gutenberg Canada,Das Lumpengesindel,"Grimm, Jacob Ludwig Carl (1785-1863)",https://gutenberg.ca/ebooks/grimm-maerchen010-lumpengesindel/grimm-maerchen010-lumpengesindel-00-t.txt
Project Gutenberg Canada,Das Perpetuum mobile,"Ichak, Frida (1879-1952)",https://gutenberg.ca/ebooks/ichak-perpetuummobile/ichak-perpetuummobile-00-t.txt
Project Gutenberg Canada,"David Thompson, Canada's Greatest Geographer:","Tyrrell, Joseph Burr (1858-1957)",https://gutenberg.ca/ebooks/tyrrelljb-thompsongeog/tyrrelljb-thompsongeog-00-t.txt
Project Gutenberg Canada,Dawn,"Wright, S. Fowler [Sydney Fowler] (1874-1965)",https://gutenberg.ca/ebooks/wrightsf-dawn/wrightsf-dawn-00-t.txt
Project Gutenberg Canada,Dearest,"Piper, H. Beam [Henry Beam] (1904-1964)",https://gutenberg.ca/ebooks/piperhb-dearest/piperhb-dearest-00-t.txt
Project Gutenberg Canada,Death Comes for the Archbishop,"Cather, Willa [Willa Sibert] (1873-1947)",https://gutenberg.ca/ebooks/catherw-deathcomesforthearchbishop/catherw-deathcomesforthearchbishop-00-t.txt
Project Gutenberg Canada,Death to the French,"Forester, C. S. [Cecil Scott]",https://gutenberg.ca/ebooks/forestercs-deathtothefrench/forestercs-deathtothefrench-00-t.txt
Project Gutenberg Canada,"Decision, a Tale","Hofland, Barbara (1770-1844)",https://gutenberg.ca/ebooks/hofland-decision/hofland-decision-00-t.txt
Project Gutenberg Canada,Decline and Fall,"Waugh, Evelyn [Arthur Evelyn St John] (1903-1966)",https://gutenberg.ca/ebooks/waughe-declineandfall/waughe-declineandfall-00-t.txt
Project Gutenberg Canada,Delight,"de la Roche, Mazo (1879-1961)",https://gutenberg.ca/ebooks/delarochem-delight/delarochem-delight-00-t.txt
Project Gutenberg Canada,Deluge,"Wright, S. Fowler [Sydney Fowler] (1874-1965)",https://gutenberg.ca/ebooks/wrightsf-deluge/wrightsf-deluge-00-t.txt
Project Gutenberg Canada,Democratic Control of Foreign Policy,"Murray, George Gilbert Aimé (1866-1957)",https://gutenberg.ca/ebooks/murraygga-fwp06-democraticcontrol/murraygga-fwp06-democraticcontrol-00-t.txt
Project Gutenberg Canada,Der Froschkönig oder der eiserne Heinrich,"Grimm, Jacob Ludwig Carl (1785-1863)",https://gutenberg.ca/ebooks/grimm-maerchen001-froschkoenig/grimm-maerchen001-froschkoenig-00-t.txt
Project Gutenberg Canada,Der Sturm [The Tempest].,"Shakespeare, William (1564-1616)",https://gutenberg.ca/ebooks/tieck-sturm/tieck-sturm-00-t.txt
Project Gutenberg Canada,Der Teufel im Warenhaus,"Heine, Thomas Theodor (1867-1948)",https://gutenberg.ca/ebooks/heineth-maerchen1-teufel/heineth-maerchen1-teufel-00-t.txt
Project Gutenberg Canada,Der Wolf und die sieben jungen Geislein,"Grimm, Jacob Ludwig Carl (1785-1863)",https://gutenberg.ca/ebooks/grimm-maerchen005-wolfunddiesiebenjungengeisslein/grimm-maerchen005-wolfunddiesiebenjungengeisslein-00-t.txt
Project Gutenberg Canada,Der gute Handel,"Grimm, Jacob Ludwig Carl (1785-1863)",https://gutenberg.ca/ebooks/grimm-maerchen007-gutehandel/grimm-maerchen007-gutehandel-00-t.txt
Project Gutenberg Canada,Der treue Johannes,"Grimm, Jacob Ludwig Carl (1785-1863)",https://gutenberg.ca/ebooks/grimm-maerchen006-treuejohannes/grimm-maerchen006-treuejohannes-00-t.txt
Project Gutenberg Canada,Der wunderliche Spielmann,"Grimm, Jacob Ludwig Carl (1785-1863)",https://gutenberg.ca/ebooks/grimm-maerchen008-wunderlichespielmann/grimm-maerchen008-wunderlichespielmann-00-t.txt
Project Gutenberg Canada,Descent into Hell,"Williams, Charles Walter Stansby (1886-1945)",https://gutenberg.ca/ebooks/williamsc-descentintohell/williamsc-descentintohell-00-t.txt
Project Gutenberg Canada,Desert Dog,"Kjelgaard, James Arthur (1910-1959)",https://gutenberg.ca/ebooks/kjelgaardj-desertdog/kjelgaardj-desertdog-00-t.txt
Project Gutenberg Canada,Devil's Powder,"Jameson, Malcolm (1891-1945)",https://gutenberg.ca/ebooks/jamesonm-bullard05devilspowder/jamesonm-bullard05devilspowder-00-t.txt
Project Gutenberg Canada,Diamonds are Forever,"Fleming, Ian [Ian Lancaster] (1908-1964)",https://gutenberg.ca/ebooks/flemingi-diamondsareforever/flemingi-diamondsareforever-00-t.txt
Project Gutenberg Canada,Diary of Gov. Simcoe's Journey from Humber Bay,"Macdonell, Alexander (1762-1842)",https://gutenberg.ca/ebooks/macdonella-simcoe/macdonella-simcoe-00-t.txt
Project Gutenberg Canada,Die drei Männlein im Walde,"Grimm, Jacob Ludwig Carl (1785-1863)",https://gutenberg.ca/ebooks/grimm-maerchen013-dreimaennlein/grimm-maerchen013-dreimaennlein-00-t.txt
Project Gutenberg Canada,Die drei Schlangenblätter,"Grimm, Jacob Ludwig Carl (1785-1863)",https://gutenberg.ca/ebooks/grimm-maerchen016-dreischlangenblaetter/grimm-maerchen016-dreischlangenblaetter-00-t.txt
Project Gutenberg Canada,Die drei Spinnerinnen,"Grimm, Jacob Ludwig Carl (1785-1863)",https://gutenberg.ca/ebooks/grimm-maerchen014-dreispinnerinnen/grimm-maerchen014-dreispinnerinnen-00-t.txt
Project Gutenberg Canada,Die weiße Schlange,"Grimm, Jacob Ludwig Carl (1785-1863)",https://gutenberg.ca/ebooks/grimm-maerchen017-weisseschlange/grimm-maerchen017-weisseschlange-00-t.txt
Project Gutenberg Canada,Die zwölf Brüder,"Grimm, Jacob Ludwig Carl (1785-1863)",https://gutenberg.ca/ebooks/grimm-maerchen009-zwoelfbrueder/grimm-maerchen009-zwoelfbrueder-00-t.txt
Project Gutenberg Canada,Doc Mellhorn and the Pearly Gates,"Benét, Stephen Vincent (1898-1943)",https://gutenberg.ca/ebooks/benetsv-midnight06-docmellhorn/benetsv-midnight06-docmellhorn-00-t.txt
Project Gutenberg Canada,Dock Stebbins,"Field, Eugene (1850-1895)",https://gutenberg.ca/ebooks/fielde-profit20-dockstebbins/fielde-profit20-dockstebbins-00-t.txt
Project Gutenberg Canada,Doctor Cupid. A Novel.,"Broughton, Rhoda (1840-1920)",https://gutenberg.ca/ebooks/broughtonr-doctorcupid/broughtonr-doctorcupid-00-t.txt
Project Gutenberg Canada,Doctor Dolittle's Post Office,"Lofting, Hugh John (1886-1947)",https://gutenberg.ca/ebooks/lofting-post/lofting-post-00-t.txt
Project Gutenberg Canada,Dodsworth,"Lewis, Sinclair [Harry Sinclair] (1885-1951)",https://gutenberg.ca/ebooks/lewiss-dodsworth/lewiss-dodsworth-00-t.txt
Project Gutenberg Canada,"Don Quixote in Finance, or Has Canada a Medici?","Jarvis, William Henry Pope (1876-1944)",https://gutenberg.ca/ebooks/jarviswhp-donquixoteinfinance/jarviswhp-donquixoteinfinance-00-t.txt
Project Gutenberg Canada,Doreen. The Story of a Singer.,"Lyall, Edna [Bayly, Ada Ellen] (1857-1903)",https://gutenberg.ca/ebooks/lyall-doreen/lyall-doreen-00-t.txt
Project Gutenberg Canada,Double Challenge,"Kjelgaard, James Arthur (1910-1959)",https://gutenberg.ca/ebooks/kjelgaardj-doublechallenge/kjelgaardj-doublechallenge-00-t.txt
Project Gutenberg Canada,Down Styphon!,"Piper, H. Beam [Henry Beam] (1904-1964)",https://gutenberg.ca/ebooks/piperhb-downstyphon/piperhb-downstyphon-00-t.txt
Project Gutenberg Canada,Dr. Chase's New Receipt Book,"Chase, Alvin Wood (1817-1885)",https://gutenberg.ca/ebooks/chase-newreceipt/chase-newreceipt-00-t.txt
Project Gutenberg Canada,Dr. No,"Fleming, Ian [Ian Lancaster] (1908-1964)",https://gutenberg.ca/ebooks/flemingi-drno/flemingi-drno-00-t.txt
Project Gutenberg Canada,Dr. Thorndyke Intervenes,"Freeman, R. Austin [Richard Austin] (1862-1943)",https://gutenberg.ca/ebooks/freemanra-drthorndykeintervenes/freemanra-drthorndykeintervenes-00-t.txt
Project Gutenberg Canada,Drink We Deep,"Zagat, Arthur Leo (1896-1949)",https://gutenberg.ca/ebooks/zagatal-drinkwedeep/zagatal-drinkwedeep-00-t.txt
Project Gutenberg Canada,Drink to Yesterday,"Coles, Manning [pseudonym of",https://gutenberg.ca/ebooks/colesm-drinktoyesterday/colesm-drinktoyesterday-00-t.txt
Project Gutenberg Canada,Drunkboat,"Smith, Cordwainer [Linebarger, Paul Myron Anthony]",https://gutenberg.ca/ebooks/smithcordwainer-drunkboat/smithcordwainer-drunkboat-00-t.txt
Project Gutenberg Canada,Dust Tracks on a Road. An Autobiography.,"Hurston, Zora Neale (1891-1960)",https://gutenberg.ca/ebooks/hurstonzn-dusttracksonaroad/hurstonzn-dusttracksonaroad-00-t.txt
Project Gutenberg Canada,Early Autumn,"Bromfield, Louis (1896-1956)",https://gutenberg.ca/ebooks/bromfieldl-earlyautumn/bromfieldl-earlyautumn-00-t.txt
Project Gutenberg Canada,Earth and High Heaven,"Graham, Gwethalyn (1913-1965)",https://gutenberg.ca/ebooks/grahamg-earthandhighheaven/grahamg-earthandhighheaven-00-t.txt
Project Gutenberg Canada,Easy to Kill,Hulbert Footner (1879-1944),https://gutenberg.ca/ebooks/footner-easytokill/footner-easytokill-00-t.txt
Project Gutenberg Canada,Echoes of the Jazz Age,"Fitzgerald, F. Scott [Francis Scott Key] (1896-1940)",https://gutenberg.ca/ebooks/fitzgeraldfs-echoesofthejazzage/fitzgeraldfs-echoesofthejazzage-00-t.txt
Project Gutenberg Canada,Edgar Wallace. A Short Autobiography.,"Wallace, Richard Horatio Edgar (1875-1932)",https://gutenberg.ca/ebooks/wallacee-edgarwallace/wallacee-edgarwallace-00-t.txt
Project Gutenberg Canada,Edith Percival. A Novel.,"Fleming, May Agnes (1840-1880)",https://gutenberg.ca/ebooks/flemingma-percival/flemingma-percival-00-t.txt
Project Gutenberg Canada,Educated Evans,"Wallace, Richard Horatio Edgar (1875-1932)",https://gutenberg.ca/ebooks/wallacee-educatedevans/wallacee-educatedevans-00-t.txt
Project Gutenberg Canada,Egerton Ryerson and Education in Upper Canada,"Putman, John Harold (1866-1940)",https://gutenberg.ca/ebooks/putman-egertonryerson/putman-egertonryerson-00-t.txt
Project Gutenberg Canada,Ehrengard,"Blixen, Karen [Dinesen, Isak] (1885-1962)",https://gutenberg.ca/ebooks/blixenk-ehrengard/blixenk-ehrengard-00-t.txt
Project Gutenberg Canada,El Pintor de Salzburgo [Translations of,"Nodier, Charles (1780-1844)",https://gutenberg.ca/ebooks/nodierorts-pintor/nodierorts-pintor-00-t.txt
Project Gutenberg Canada,Elizabeth and Essex. A Tragic History.,"Strachey, Giles Lytton (1880-1932)",https://gutenberg.ca/ebooks/stracheyl-elizabethandessex/stracheyl-elizabethandessex-00-t.txt
Project Gutenberg Canada,Elmer Gantry,"Lewis, Sinclair [Harry Sinclair] (1885-1951)",https://gutenberg.ca/ebooks/lewiss-elmergantry/lewiss-elmergantry-00-t.txt
Project Gutenberg Canada,Elsie and the Child.,"Bennett, Enoch Arnold (1867-1931)",https://gutenberg.ca/ebooks/bennetta-elseieandthechild/bennetta-elseieandthechild-00-t.txt
Project Gutenberg Canada,Ember Lane. A Winter's Tale.,"Kaye-Smith, Sheila (1887-1956)",https://gutenberg.ca/ebooks/kayesmith-emberlane/kayesmith-emberlane-00-t.txt
Project Gutenberg Canada,Empire and Communications,"Innis, Harold Adams (1894-1952)",https://gutenberg.ca/ebooks/innis-empire/innis-empire-00-t.txt
Project Gutenberg Canada,"England, Their England","Macdonell, Archibald Gordon (1895-1941)",https://gutenberg.ca/ebooks/macdonellag-englandtheirengland/macdonellag-englandtheirengland-00-t.txt
Project Gutenberg Canada,Essays in Persuasion,"Keynes, John Maynard (1883-1946)",https://gutenberg.ca/ebooks/keynes-essaysinpersuasion/keynes-essaysinpersuasion-00-t.txt
Project Gutenberg Canada,Euripides and his Age,"Murray, George Gilbert Aimé (1866-1957)",https://gutenberg.ca/ebooks/murraygga-euripidesandhisage/murraygga-euripidesandhisage-00-t.txt
Project Gutenberg Canada,Evelyn Waugh,"Macaulay, Rose [Emilie Rose] (1881-1958)",https://gutenberg.ca/ebooks/macaulayr-evelynwaugh/macaulayr-evelynwaugh-00-t.txt
Project Gutenberg Canada,Everybody Was Very Nice,"Benét, Stephen Vincent (1898-1943)",https://gutenberg.ca/ebooks/benetsv-thirteen11-everybody/benetsv-thirteen11-everybody-00-t.txt
Project Gutenberg Canada,Experiment in Autobiography. Discoveries and,"Wells, Herbert George (1866-1946)",https://gutenberg.ca/ebooks/wellshg-autobiography/wellshg-autobiography-00-t.txt
