site,title,author,url
Project Gutenberg Australia,The Inquisitor (1935),Hugh Walpole,http://gutenberg.net.au/ebooks04/0400541.txt
Project Gutenberg Australia,The Insane Root,Rosa Praed,http://gutenberg.net.au/ebooks06/0606311.txt
Project Gutenberg Australia,The Intermediate Sex,Edward Carpenter (1844-1929),http://gutenberg.net.au/ebooks04/0400391.txt
Project Gutenberg Australia,The Interpreters,A.E. (George William Russell),http://gutenberg.net.au/ebooks03/0300951.txt
Project Gutenberg Australia,The Invisible Force,Fred M. White,http://gutenberg.net.au/ebooks06/0603551.txt
Project Gutenberg Australia,The Invisible Girl,Mary Shelley,http://gutenberg.net.au/ebooks06/0603151.txt
Project Gutenberg Australia,The Irish in Australia (1887),James Francis Hogan,http://gutenberg.net.au/ebooks05/0500661.txt
Project Gutenberg Australia,The Iron Grip (1929),Edgar Wallace,http://gutenberg.net.au/ebooks08/0800861.txt
Project Gutenberg Australia,The Island of Desire (The Story of a South Sea Trader),Robert Dean Frisbie (1895-1948),http://gutenberg.net.au/ebooks01/0100261.txt
Project Gutenberg Australia,The Island of Sheep (1936),John Buchan,http://gutenberg.net.au/ebooks03/0301551.txt
Project Gutenberg Australia,The Islington Mystery,Arthur Machen,http://gutenberg.net.au/ebooks07/0700401.txt
Project Gutenberg Australia,The Ivory God,J. S. Fletcher,http://gutenberg.net.au/ebooks06/0609291.txt
Project Gutenberg Australia,The Jacob Street Mystery,R Austin Freeman,http://gutenberg.net.au/ebooks05/0500481.txt
Project Gutenberg Australia,The Jerilderie Letter [Dictated to Joe Byrne in 1879],Edward (Ned) Kelly (1854-1880),http://gutenberg.net.au/ebooks04/0400761.txt
Project Gutenberg Australia,The Jest of Life,Arthur Gask,http://gutenberg.net.au/ebooks12/1203951.txt
Project Gutenberg Australia,The Jingo,George Randolph Chester,http://gutenberg.net.au/ebooks06/0602291.txt
Project Gutenberg Australia,The Joinville Tunnel,Fred M White,http://gutenberg.net.au/ebooks11/1100121.txt
Project Gutenberg Australia,The Joker (1926),Edgar Wallace,http://gutenberg.net.au/ebooks07/0701181.txt
Project Gutenberg Australia,The Journal of Abel Jansz Tasman,Abel Jansz Tasman,http://gutenberg.net.au/ebooks04/0400771.txt
Project Gutenberg Australia,"The Journal of Gregory Blaxland, 1813",Gregory Blaxland (1778-1853),http://gutenberg.net.au/ebooks02/0200411.txt
Project Gutenberg Australia,The Jovial Ghosts: The Misadventures of Topper,Thorne Smith,http://gutenberg.net.au/ebooks06/0600241.txt
Project Gutenberg Australia,The Joyful Delaneys (1938),Hugh Walpole,http://gutenberg.net.au/ebooks06/0600341.txt
Project Gutenberg Australia,The Judas Kiss,Herbert Adams,http://gutenberg.net.au/ebooks05/0500781.txt
Project Gutenberg Australia,The Judge's House,Bram Stoker,http://gutenberg.net.au/ebooks08/0800771.txt
Project Gutenberg Australia,The Judgment of Larose,Arthur Gask,http://gutenberg.net.au/ebooks12/1202611.txt
Project Gutenberg Australia,The Just Men Of Cordova (1917),Edgar Wallace,http://gutenberg.net.au/ebooks08/0800311.txt
Project Gutenberg Australia,"The Karen Apostle: or, Memoir of Ko Thah-byu",Author: Francis Mason,http://gutenberg.net.au/ebooks09/0900061.txt
Project Gutenberg Australia,The Karen People of Burma: A Study in Anthropology and Ethnology,Harry Ignatius Marshall,http://gutenberg.net.au/ebooks08/0800061.txt
Project Gutenberg Australia,The Karens of Burma,Harry I Marshall,http://gutenberg.net.au/ebooks08/0800081.txt
Project Gutenberg Australia,The Karens of the Golden Chersonese,A R McMahon,http://gutenberg.net.au/ebooks08/0800071.txt
Project Gutenberg Australia,The Killer and the Slain (1942),Hugh Walpole,http://gutenberg.net.au/ebooks06/0600091.txt
Project Gutenberg Australia,The King Diamond,Fred M. White,http://gutenberg.net.au/ebooks12/1200591.txt
Project Gutenberg Australia,The King's Favourite,Marjorie Bowen,http://gutenberg.net.au/ebooks09/0900801.txt
Project Gutenberg Australia,The King's Messenger,Rafael Sabatini,http://gutenberg.net.au/ebooks10/1000081.txt
Project Gutenberg Australia,The Kirk Spook and more,E. G. Swain,http://gutenberg.net.au/ebooks06/0606551.txt
Project Gutenberg Australia,The Kiss,Anton Chekhov,http://gutenberg.net.au/ebooks07/0700881.txt
Project Gutenberg Australia,The Kit-Bag,Algernon Blackwood (1869-1951),http://gutenberg.net.au/ebooks08/0801051.txt
Project Gutenberg Australia,The Knight Of Leon:,"Sylvanus Cobb, Jr.",http://gutenberg.net.au/ebooks13/1301011.txt
Project Gutenberg Australia,The Ladies' Paradise,Emile Zola,http://gutenberg.net.au/ebooks14/1400561.txt
Project Gutenberg Australia,The Lady and The Lord,Talbot Mundy,http://gutenberg.net.au/ebooks06/0603741.txt
Project Gutenberg Australia,The Lady in Blue,Fred M White,http://gutenberg.net.au/ebooks12/1201411.txt
Project Gutenberg Australia,The Ladybird (1923),D H Lawrence,http://gutenberg.net.au/ebooks02/0200821.txt
Project Gutenberg Australia,The Land Ironclads,H G Wells,http://gutenberg.net.au/ebooks06/0604041.txt
Project Gutenberg Australia,The Land of the Hibiscus Blossom,Hume Nisbet,http://gutenberg.net.au/ebooks06/0607571.txt
Project Gutenberg Australia,The Last Bouquet: Some Twilight Tales (1933),Marjorie Bowen,http://gutenberg.net.au/ebooks09/0900571.txt
Project Gutenberg Australia,The Last Drive,Fred M. White,http://gutenberg.net.au/ebooks11/1100891.txt
Project Gutenberg Australia,The Last Enemy,Richard Hillary,http://gutenberg.net.au/ebooks05/0501181.txt
Project Gutenberg Australia,The Last House in C-- Street,Dinah Mulock,http://gutenberg.net.au/ebooks06/0606231.txt
Project Gutenberg Australia,The Last Man (1826),Mary Shelley (1797-1851),http://gutenberg.net.au/ebooks04/0400401.txt
Project Gutenberg Australia,The Last of Mrs Cheney,Frederick Lonsdale,http://gutenberg.net.au/ebooks12/1203831.txt
Project Gutenberg Australia,The Late Mattia Pascal (1923) [Il Fu Mattia Pascal],Luigi Pirandello [1867-1936],http://gutenberg.net.au/ebooks03/0300381.txt
Project Gutenberg Australia,The Law of the Land,Fred M White,http://gutenberg.net.au/ebooks10/1000241.txt
Project Gutenberg Australia,The League of Ancient Mariners,John Arthur Barry,http://gutenberg.net.au/ebooks13/1302431.txt
Project Gutenberg Australia,The Left Hand,Fred M. White,http://gutenberg.net.au/ebooks11/1100901.txt
Project Gutenberg Australia,The Leopard's Spots,Fred M White,http://gutenberg.net.au/ebooks10/1000341.txt
Project Gutenberg Australia,The Letters of Evelyn Underhill,Evelyn Underhill (1875-1941),http://gutenberg.net.au/ebooks05/0500821.txt
Project Gutenberg Australia,The Letters of Gertrude Bell (Volume 1) (1927),Gertrude Bell,http://gutenberg.net.au/ebooks04/0400341.txt
Project Gutenberg Australia,The Letters of Gertrude Bell (Volume 2) (1927),Gertrude Bell,http://gutenberg.net.au/ebooks04/0400461.txt
Project Gutenberg Australia,The Letters of Rachel Henning,Rachel Henning (1826-1914),http://gutenberg.net.au/ebooks06/0607821.txt
Project Gutenberg Australia,The Lie Circumspect,Rita (Eliza Humphreys),http://gutenberg.net.au/ebooks17/1701381.txt
Project Gutenberg Australia,The Life of Sir William Hartley,"Arthur S Peake, D.D. (18651929)",http://gutenberg.net.au/ebooks07/0701091.txt
Project Gutenberg Australia,The Lighthouse on Shivering Sand,J. S. Fletcher,http://gutenberg.net.au/ebooks06/0609321.txt
Project Gutenberg Australia,The Lod of the Manor,Fred M White,http://gutenberg.net.au/ebooks14/1402571.txt
Project Gutenberg Australia,The Lone House Mystery and Other Stories,Edgar Wallace,http://gutenberg.net.au/ebooks06/0600161.txt
Project Gutenberg Australia,The Lonely House,Arthur Gask,http://gutenberg.net.au/ebooks10/1000851.txt
Project Gutenberg Australia,The Long Arm of Mannister,E Phillips Oppenheim,http://gutenberg.net.au/ebooks12/1202951.txt
Project Gutenberg Australia,The Loring Mystery (1924),John Jeffery Farnol (1878-1952),http://gutenberg.net.au/ebooks09/0900891.txt
Project Gutenberg Australia,The Lost Angel,Katharine Tynan,http://gutenberg.net.au/ebooks10/1000571.txt
Project Gutenberg Australia,The Lost Galleon,Katharine Tynan,http://gutenberg.net.au/ebooks10/1000311.txt
Project Gutenberg Australia,The Lost Girl (published 1921 in the USA),D H Lawrence,http://gutenberg.net.au/ebooks07/0700831.txt
Project Gutenberg Australia,The Lost Race,Robert E. Howard,http://gutenberg.net.au/ebooks06/0608001.txt
Project Gutenberg Australia,The Lotus Eaters,Stanley G. Weinbaum,http://gutenberg.net.au/ebooks06/0601231.txt
Project Gutenberg Australia,The Love Affair of George Vincent Parker,Sir Arthur Conan Doyle,http://gutenberg.net.au/ebooks06/0600461.txt
Project Gutenberg Australia,The Loyal Karens of Burma,Donald Mackenzie Smeaton (1846-1910),http://gutenberg.net.au/ebooks08/0800191.txt
Project Gutenberg Australia,The Lust of Hate,Guy Boothby,http://gutenberg.net.au/ebooks06/0601611.txt
Project Gutenberg Australia,The Mad Moon,Stanley G. Weinbaum,http://gutenberg.net.au/ebooks06/0604211.txt
Project Gutenberg Australia,The Madman: His Parables and Poems,Kahlil Gibran,http://gutenberg.net.au/ebooks05/0500601.txt
Project Gutenberg Australia,The Magic World,Edith Nesbit,http://gutenberg.net.au/ebooks06/0602541.txt
Project Gutenberg Australia,The Maker of Moons and Other Stories,Robert W. Chambers,http://gutenberg.net.au/ebooks06/0605441.txt
Project Gutenberg Australia,The Man Called Gilray,Fred M White,http://gutenberg.net.au/ebooks10/1000491.txt
Project Gutenberg Australia,The Man Who Died,D H Lawrence,http://gutenberg.net.au/ebooks07/0700631.txt
Project Gutenberg Australia,The Man Who Knew,Fred M White,http://gutenberg.net.au/ebooks11/1100721.txt
Project Gutenberg Australia,The Man Who Passed (1932),Edgar Wallace,http://gutenberg.net.au/ebooks07/0700511.txt
Project Gutenberg Australia,The Man Who Was Nobody,Edgar Wallace,http://gutenberg.net.au/ebooks11/1100581.txt
Project Gutenberg Australia,The Man With The Eye-Glass,Fred M. White,http://gutenberg.net.au/ebooks11/1100911.txt
Project Gutenberg Australia,The Man and his Kingdom,E. Phillips Oppenheim,http://gutenberg.net.au/ebooks12/1202811.txt
Project Gutenberg Australia,The Man at the Carlton,Edgar Wallace,http://gutenberg.net.au/ebooks08/0800141.txt
Project Gutenberg Australia,The Man in Asbestos - An Allegory of the Future,Stephen Leacock,http://gutenberg.net.au/ebooks06/0602131.txt
Project Gutenberg Australia,The Man in Possession,Fred M White,http://gutenberg.net.au/ebooks12/1200741.txt
Project Gutenberg Australia,The Man in the Queue,Josephine Tey,http://gutenberg.net.au/ebooks09/0900761.txt
Project Gutenberg Australia,The Man of Science (1892),Jerome K Jerome,http://gutenberg.net.au/ebooks08/0800791.txt
Project Gutenberg Australia,The Man who Ate the Popomack,Walter J Turner,http://gutenberg.net.au/ebooks13/1302481.txt
Project Gutenberg Australia,The Man who Bought London,Edgar Wallace,http://gutenberg.net.au/ebooks05/0501101.txt
Project Gutenberg Australia,The Man who Rang the Bell,Fred M White,http://gutenberg.net.au/ebooks11/1100341.txt
Project Gutenberg Australia,The Man who was Two,Fred M White,http://gutenberg.net.au/ebooks10/1000401.txt
Project Gutenberg Australia,The Man with the Squeaky Voice,R A J Walling (1869-1949),http://gutenberg.net.au/ebooks09/0900551.txt
Project Gutenberg Australia,The Maracot Deep (1929),Sir Arthur Conan Doyle,http://gutenberg.net.au/ebooks06/0603271.txt
Project Gutenberg Australia,The Marquis of Carabas,Rafael Sabatini,http://gutenberg.net.au/ebooks05/0500331.txt
Project Gutenberg Australia,The Married Man (1912--revised 1926),D. H. Lawrence,http://gutenberg.net.au/ebooks04/0400831.txt
Project Gutenberg Australia,The Martyr on the Land,Arthur Gask,http://gutenberg.net.au/ebooks12/1202451.txt
Project Gutenberg Australia,The Martyrdom of Man,Winwood Reade,http://gutenberg.net.au/ebooks08/0800021.txt
Project Gutenberg Australia,The Master Spy,Arthur Gask,http://gutenberg.net.au/ebooks12/1203321.txt
Project Gutenberg Australia,The Master of Stair (1907),Marjorie Bowen,http://gutenberg.net.au/ebooks09/0900411.txt
Project Gutenberg Australia,The Master of The Mill (1944),Frederick Philip Grove (1879-1948),http://gutenberg.net.au/ebooks03/0300171.txt
Project Gutenberg Australia,The Master's Voice,Fred M White,http://gutenberg.net.au/ebooks10/1000781.txt
Project Gutenberg Australia,The Maxwell Mystery,Carolyn Wells,http://gutenberg.net.au/ebooks16/1600761.txt
Project Gutenberg Australia,The Maxwells of Bremgarten,William Moore Ferrar,http://gutenberg.net.au/ebooks14/1403051.txt
Project Gutenberg Australia,The Men Who Smiled No More,Kenneth Robeson,http://gutenberg.net.au/ebooks06/0604121.txt
Project Gutenberg Australia,The Merry-go-round (1912),D. H. Lawrence,http://gutenberg.net.au/ebooks05/0500031.txt
Project Gutenberg Australia,"The Middle Parts of Fortune: Somme and Ancre, 1916",Frederic Manning (1882-1935),http://gutenberg.net.au/ebooks02/0200261.txt
Project Gutenberg Australia,The Millionairess (1936),George Bernard Shaw,http://gutenberg.net.au/ebooks03/0300121.txt
Project Gutenberg Australia,The Mind of Mr J. G. Reeder,Edgar Wallace,http://gutenberg.net.au/ebooks02/0200891.txt
Project Gutenberg Australia,"The Miner's Right, A Tale of the Australian Goldfields",Rolf Boldrewood,http://gutenberg.net.au/ebooks06/0607091.txt
Project Gutenberg Australia,The Miniature,J. Y. Akerman,http://gutenberg.net.au/ebooks06/0602891.txt
Project Gutenberg Australia,The Miraculous Revenge,George Bernard Shaw,http://gutenberg.net.au/ebooks06/0606441.txt
Project Gutenberg Australia,The Misanthrope,J. D. Beresford,http://gutenberg.net.au/ebooks06/0603001.txt
Project Gutenberg Australia,The Miser's Daughter,William Harrison Ainsworth,http://gutenberg.net.au/ebooks10/1000461.txt
Project Gutenberg Australia,The Missing Angel,Erle Cox,http://gutenberg.net.au/ebooks07/0701011.txt
Project Gutenberg Australia,The Missing Blade,Fred M White,http://gutenberg.net.au/ebooks13/1303231.txt
Project Gutenberg Australia,The Mistletoe Bough,Fred M White,http://gutenberg.net.au/ebooks16/1601331.txt
Project Gutenberg Australia,The Moccasins of Silence,Ernest Favenc,http://gutenberg.net.au/ebooks06/0607071.txt
Project Gutenberg Australia,The Monster Maker and other stories,W. C. Morrow,http://gutenberg.net.au/ebooks06/0606131.txt
Project Gutenberg Australia,The Monster Mine,Anonymous (P.G. M),http://gutenberg.net.au/ebooks06/0600901.txt
Project Gutenberg Australia,The Monster of Lake Lametrie,Wardon Allan Curtis,http://gutenberg.net.au/ebooks06/0605351.txt
Project Gutenberg Australia,The Moods of Ginger Mick (1916),C.J. Dennis,http://gutenberg.net.au/ebooks05/0500921.txt
Project Gutenberg Australia,The Moon Rock,Arthur J. Rees,http://gutenberg.net.au/ebooks12/1202311.txt
Project Gutenberg Australia,The Mortal Immortal,Mary Shelley,http://gutenberg.net.au/ebooks06/0602391.txt
Project Gutenberg Australia,The Most Maddening Story in the World,Ralph Strauss,http://gutenberg.net.au/ebooks06/0608981.txt
Project Gutenberg Australia,The Mother's Recompense (1925),Edith Wharton,http://gutenberg.net.au/ebooks05/0500121.txt
Project Gutenberg Australia,The Mummy's Foot and other stories,Theophile Gautier,http://gutenberg.net.au/ebooks06/0605731.txt
Project Gutenberg Australia,The Murder Hole,Anonymous,http://gutenberg.net.au/ebooks06/0606721.txt
Project Gutenberg Australia,The Mutineer. A Romance of Pitcairn Island,"Becke, Louis (1855-1913) and Jeffery, Walter (1861-1922)",http://gutenberg.net.au/ebooks06/0606911.txt
Project Gutenberg Australia,The Mysterious Investment,Ambrose Pratt,http://gutenberg.net.au/ebooks14/1402781.txt
Project Gutenberg Australia,The Mysterious Mansion,Honoré De Balzac,http://gutenberg.net.au/ebooks06/0605131.txt
Project Gutenberg Australia,The Mysterious Spaniard,Anonymous,http://gutenberg.net.au/ebooks06/0606731.txt
Project Gutenberg Australia,The Mystery Queen,Fergus Hume,http://gutenberg.net.au/ebooks02/0200721.txt
Project Gutenberg Australia,The Mystery of Angelina Frood,R Austin Freeman,http://gutenberg.net.au/ebooks10/1000121.txt
Project Gutenberg Australia,The Mystery of Crocksands,Fred M. White,http://gutenberg.net.au/ebooks12/1200101.txt
Project Gutenberg Australia,The Mystery of Khufu's Tomb,Talbot Mundy,http://gutenberg.net.au/ebooks09/0900521.txt
Project Gutenberg Australia,The Mystery of Murrawang,Edward S Sorenson,http://gutenberg.net.au/ebooks13/1306461.txt
Project Gutenberg Australia,The Mystery of Room 75,Fred M. White,http://gutenberg.net.au/ebooks12/1200221.txt
Project Gutenberg Australia,The Mystery of Room Five,Fred M White,http://gutenberg.net.au/ebooks10/1000791.txt
Project Gutenberg Australia,The Mystery of the Four Fingers (1908),Fred M White,http://gutenberg.net.au/ebooks10/1000441.txt
Project Gutenberg Australia,The Mystery of the Ravenspurs,Fred M White,http://gutenberg.net.au/ebooks11/1100701.txt
Project Gutenberg Australia,The Mystery of the Semi-Detached,Edith Nesbit,http://gutenberg.net.au/ebooks06/0602591.txt
Project Gutenberg Australia,The Napoleon of Notting Hill,G. K. Chesterton,http://gutenberg.net.au/ebooks06/0605571.txt
Project Gutenberg Australia,The Naughty Wife (1915),Fred Jackson (Frederick J Jackson),http://gutenberg.net.au/ebooks13/1302411.txt
